Category,Parent Company,ALC Brand Extension,ALC Size,Markets,Time Periods,Total $ Sales,Total $ Sales YA,Total $ Sales Change vs Year-Ago,Total EQ Unit Sales,Total EQ Unit Sales YA,Total EQ Unit Sales Change vs Year-Ago,Total TDP,Total TDP YA,Total TDP Change vs Year-Ago,% ACV (Max),% ACV (Max) YA,% ACV (Max) Change vs Year-Ago,Total Average Price,Total Average Price YA,Total Average Price Change vs Year-Ago,Total Average EQ Price,Total Average EQ Price YA,Total Average EQ Price Change vs Year-Ago
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 12-13-2025,4510.43994140625,4869.52001953125,-359.080078125,2.4999997615814209,2.8333332538604736,-0.33333349227905273,15.329641021637979,19.302978202242347,-3.9733371806043678,0.15329641021637977,0.19302978202242346,-0.039733371806043694,150.347998046875,143.22117704503677,7.1268210018382376,1804.1761486221455,1718.6541727473925,85.521975874753025
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 12-06-2025,3592.690185546875,2449.580078125,1143.110107421875,1.9999998807907104,1.4166666269302368,0.58333325386047363,12.423969957795284,10.181058803676533,2.242911154118751,0.12423969957795283,0.10181058803676533,0.0224291115411875,149.69542439778647,144.09294577205881,5.602478625727656,1796.345199843955,1729.1153977650865,67.229802078868488
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 11-29-2025,2674.130126953125,2898.66015625,-224.530029296875,1.4999998807907104,1.6666665077209473,-0.16666662693023682,8.779358656035237,9.4049788493487689,-0.62562019331353191,0.087793586560352369,0.094049788493487677,-0.006256201933135308,148.56278483072916,144.9330078125,3.6297770182291629,1782.7535596492735,1739.1962596126805,43.557300036593006
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 11-22-2025,3169.9599609375,2138.4501953125,1031.509765625,1.7499998807907104,1.2499998807907104,0.5,10.315862270993987,9.7286506243304149,0.5872116466635724,0.10315862270993988,0.097286506243304149,0.0058721164666357267,150.95047433035714,142.56334635416667,8.38712797619047,1811.4058153565145,1710.7603194008177,100.64549595569679
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 11-15-2025,2930.2001953125,1700.760009765625,1229.440185546875,1.5833332538604736,0.99999994039535522,0.58333331346511841,11.78735155321708,8.3951819175520352,3.392169635665045,0.11787351553217081,0.083951819175520345,0.03392169635665046,154.22106291118422,141.73000081380209,12.491062097382127,1850.6528478247415,1700.7601111388274,149.89273668591409
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 11-08-2025,1979.8701171875,2249.35009765625,-269.47998046875,1.0833332538604736,1.3333332538604736,-0.25,7.5640659862404149,11.656582220301164,-4.0925162340607493,0.075640659862404147,0.11656582220301166,-0.040925162340607515,152.29770132211539,140.58438110351562,11.713320218599762,1827.572549935308,1687.0126737959786,140.55987613932939
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 11-01-2025,2279.85009765625,1971.8701171875,307.97998046875,1.2499998807907104,1.0833332538604736,0.16666662693023682,8.7699685032937644,9.1850527530742827,-0.41508424978051828,0.087699685032937638,0.09185052753074284,-0.0041508424978052016,151.99000651041666,151.68231670673077,0.30768980368588927,1823.8802520637753,1820.1879340089604,3.6923180548149048
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 10-25-2025,2133.860107421875,2175.380126953125,-41.52001953125,1.1666666269302368,1.2499998807907104,-0.083333253860473633,7.5443178539324594,9.4882451831663364,-1.943927329233877,0.0754431785393246,0.094882451831663356,-0.019439273292338757,152.4185791015625,145.025341796875,7.3932373046874886,1829.0230115149025,1740.3042675308482,88.7187439840543
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 10-18-2025,1983.8701171875,1291.9100341796875,691.9600830078125,1.0833332538604736,0.74999994039535522,0.33333331346511841,7.1084043470735017,4.1586142122462553,2.9497901348272464,0.07108404347073502,0.041586142122462554,0.029497901348272466,152.60539362980768,143.54555935329861,9.0598342765090649,1831.2648578984818,1722.5468491353074,108.71800876317434
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 10-11-2025,1645.1800537109375,1145.989990234375,499.1900634765625,0.91666662693023682,0.66666662693023682,0.25,5.3063758616303636,5.8047954435799607,-0.49841958194959712,0.053063758616303629,0.058047954435799604,-0.0049841958194959748,149.56182306463069,143.24874877929688,6.313074285333812,1794.7419545755367,1718.9850878110581,75.756866764478673
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 10-04-2025,800.99005126953125,2246.85009765625,-1445.8600463867188,0.49999997019767761,1.2499998807907104,-0.74999991059303284,3.5601988020439506,8.6157256462953065,-5.0555268442513555,0.035601988020439505,0.086157256462953052,-0.050555268442513547,133.49834187825522,149.79000651041667,-16.291664632161456,1601.9801980245231,1797.4802495460749,-195.50005152155177
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 09-27-2025,1964.8701171875,1765.8800048828125,198.9901123046875,1.0833332538604736,0.99999994039535522,0.083333313465118408,9.4590317342360937,6.5309909987929107,2.928040735443183,0.094590317342360938,0.0653099099879291,0.029280407354431839,151.14385516826923,147.15666707356772,3.9871880947015086,1813.7263950734061,1765.8801101374693,47.846284935936865
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 09-20-2025,1523.1500244140625,760.95001220703125,762.20001220703125,0.83333325386047363,0.41666662693023682,0.41666662693023682,4.7738056468158367,2.7291872084587632,2.0446184383570736,0.047738056468158367,0.027291872084587634,0.020446184383570733,152.31500244140625,152.19000244140625,0.125,1827.7802036075786,1826.2802034645274,1.5000001430512384
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 09-13-2025,3138.91015625,1418.4100341796875,1720.5001220703125,1.7499998807907104,0.83333325386047363,0.91666662693023682,12.98324539935096,5.7549172059288267,7.2283281934221328,0.12983245399350959,0.057549172059288264,0.07228328193422133,149.47191220238096,141.84100341796875,7.6309087844122132,1793.6630686121714,1702.0922033397869,91.570865272384481
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 09-06-2025,1897.080078125,934.9400634765625,962.1400146484375,0.99999994039535522,0.49999997019767761,0.49999997019767761,7.449789738996258,3.8287061125225894,3.6210836264736685,0.07449789738996257,0.038287061125225896,0.036210836264736673,158.09000651041666,155.82334391276041,2.26666259765625,1897.080191199791,1869.8802384066723,27.199952793118655
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 08-30-2025,3555.960205078125,1299.9100341796875,2256.0501708984375,1.9999998807907104,0.74999994039535522,1.2499999403953552,11.926999555320934,3.9499911700303274,7.9770083852906071,0.11926999555320936,0.039499911700303279,0.079770083852906071,148.16500854492188,144.4344482421875,3.730560302734375,1777.9802085149413,1733.2135166496846,44.766691865256689
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 08-23-2025,3672.5,1123.9200439453125,2548.5799560546875,1.9999998807907104,0.66666662693023682,1.3333332538604736,13.733553849465899,6.077356023827444,7.6561978256384551,0.137335538494659,0.060773560238274439,0.076561978256384555,153.02083333333334,140.49000549316406,12.53082784016928,1836.2501094490356,1685.8801664042571,150.36994304477844
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 08-16-2025,3223.7900390625,3080.7900390625,143,1.7499998807907104,1.7499998807907104,0,13.304359942566141,11.618882227488861,1.6854777150772797,0.13304359942566141,0.11618882227488861,0.0168547771507728,153.51381138392858,146.70428757440476,6.8095238095238244,1842.1658620947335,1760.4515708141034,81.71429128063005
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 08-09-2025,3041.10009765625,1957.860107421875,1083.239990234375,1.6666665077209473,1.1666666269302368,0.49999988079071045,11.182011865010889,8.086565586702358,3.0954462783085308,0.11182011865010889,0.080865655867023573,0.030954462783085321,152.05500488281251,139.84715053013392,12.207854352678595,1824.66023260691,1678.1658635195959,146.49436908731423
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 08-02-2025,2582.9501953125,2305.199951171875,277.750244140625,1.4166666269302368,1.3333332538604736,0.083333373069763184,9.3289593993113957,9.73298589662054,-0.40402649730914497,0.093289593993113942,0.097329858966205413,-0.00404026497309147,151.93824678308823,144.07499694824219,7.8632498348460445,1823.2590125380968,1728.9000664293806,94.358946108716282
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 07-26-2025,2098.8701171875,1513.9000244140625,584.9700927734375,1.1666666269302368,0.83333325386047363,0.33333337306976318,8.6341980386551267,5.3295821866225861,3.3046158520325406,0.086341980386551276,0.053295821866225869,0.033046158520325407,149.91929408482142,151.39000244140624,-1.4707083565848222,1799.0315902925079,1816.6802025490001,-17.648612256492243
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 07-19-2025,2097.989990234375,2990.4501953125,-892.460205078125,1.1666666269302368,1.7499998807907104,-0.58333325386047363,9.2436226917165385,11.317695821500822,-2.0740731297842832,0.0924362269171654,0.11317695821500821,-0.020740731297842818,149.85642787388392,142.4023902529762,7.4540376209077124,1798.2771957355635,1708.8287994404384,89.448396295125121
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 07-12-2025,1998.8701171875,3551.920166015625,-1553.050048828125,1.0833332538604736,2.0833332538604736,-1,8.57680071994151,12.157324254966015,-3.5805235350245059,0.085768007199415089,0.12157324254966016,-0.035805235350245074,153.75923978365384,142.076806640625,11.682433143028845,1845.1110127603833,1704.9217447251033,140.18926803528007
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 07-05-2025,2351.85009765625,1939.06005859375,412.7900390625,1.2499998807907104,1.1666666269302368,0.083333253860473633,10.678976555092383,10.032522990348873,0.6464535647435099,0.10678976555092382,0.10032522990348872,0.006464535647435099,156.79000651041667,138.50428989955358,18.285716610863091,1881.48025755694,1662.0515354037807,219.42872215315924
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 06-28-2025,817.95001220703125,889.94000244140625,-71.989990234375,0.41666662693023682,0.49999997019767761,-0.0833333432674408,3.3418148306583255,3.8294416181118676,-0.48762678745354204,0.033418148306583254,0.03829441618111868,-0.0048762678745354268,163.59000244140626,148.32333374023438,15.266668701171881,1963.0802165107934,1779.8801109719343,183.20010553885913
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 06-21-2025,2407.420166015625,1481.9000244140625,925.5201416015625,1.3333332538604736,0.83333325386047363,0.5,10.186666700934284,6.1497837693890212,4.0368829315452626,0.10186666700934284,0.061497837693890216,0.040368829315452624,150.46376037597656,148.19000244140625,2.2737579345703125,1805.565232131793,1778.2801988868903,27.285033244902706
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 06-14-2025,2833.710205078125,1306,1527.710205078125,1.5833332538604736,0.74999994039535522,0.83333331346511841,11.828390078063684,5.1797543281442424,6.6486357499194417,0.11828390078063684,0.051797543281442426,0.066486357499194418,149.14264237253289,145.11111111111111,4.031531261421776,1789.7117983020883,1741.3334717220839,48.378326580004341
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 06-07-2025,2818.81005859375,1190.1600341796875,1628.6500244140625,1.5833332538604736,0.66666662693023682,0.91666662693023682,11.304108957405987,4.3822764577664506,6.9218324996395362,0.11304108957405987,0.0438227645776645,0.069218324996395367,148.35842413651315,148.77000427246094,-0.41158013594778708,1780.3011789975005,1785.2401576781367,-4.9389786806361826
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 05-31-2025,2838.81005859375,1162.280029296875,1676.530029296875,1.5833332538604736,0.66666662693023682,0.91666662693023682,12.315814447941358,4.9593218865019013,7.356492561439457,0.12315814447941359,0.049593218865019009,0.07356492561439458,149.41105571546052,145.28500366210938,4.1260520533511453,1792.9327585788906,1743.4201478612511,49.512610717639518
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 05-24-2025,1998.8701171875,2560.820068359375,-561.949951171875,1.0833332538604736,1.4999998807907104,-0.41666662693023682,7.8962706327341365,9.7591115440173972,-1.8628409112832607,0.078962706327341356,0.097591115440173973,-0.018628409112832617,153.75923978365384,142.26778157552084,11.491458208132997,1845.1110127603833,1707.2135145833902,137.89749817699317
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 05-17-2025,2575.150146484375,1628.52001953125,946.630126953125,1.4166666269302368,0.91666662693023682,0.5,11.949478971427322,6.579513807475144,5.3699651639521777,0.11949478971427321,0.065795138074751444,0.05369965163952177,151.47942038143381,148.04727450284091,3.4321458785929053,1817.7530955638072,1776.5673710462124,41.185724517594736
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 05-10-2025,2262.5400390625,1772.880126953125,489.659912109375,1.2499998807907104,0.99999994039535522,0.24999994039535522,7.5915538577572228,6.8431850300245847,0.74836882773263813,0.075915538577572231,0.068431850300245844,0.0074836882773263863,150.83600260416668,147.74001057942709,3.0959920247395871,1810.0322038681225,1772.8802326250216,37.151971243100888
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 05-03-2025,2283.85009765625,1939.280029296875,344.570068359375,1.2499998807907104,1.0833332538604736,0.16666662693023682,10.416773691392974,7.6624456705163766,2.7543280208765974,0.10416773691392973,0.076624456705163754,0.02754328020876598,152.25667317708334,149.17538686899039,3.081286308092956,1827.0802523689511,1790.1047737491881,36.975478619762953
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 04-26-2025,2479.090087890625,1025.6900634765625,1453.4000244140625,1.3333332538604736,0.58333331346511841,0.74999994039535522,8.2687708195699621,5.2496870042849135,3.0190838152850485,0.082687708195699622,0.052496870042849128,0.030190838152850494,154.94313049316406,146.52715192522322,8.41597856794084,1859.3176767419384,1758.3258829909012,100.99179375103722
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 04-19-2025,1921.9700927734375,1635.8900146484375,286.080078125,1.0833332538604736,0.91666662693023682,0.16666662693023682,8.0010410316639931,6.5260528021747586,1.4749882294892345,0.080010410316639927,0.065260528021747588,0.014749882294892339,147.84385329026443,148.71727405894887,-0.87342076868444,1774.1263696323078,1784.6073660680322,-10.480996435724364
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 04-12-2025,1802.880126953125,1677.8900146484375,124.9901123046875,0.99999994039535522,0.91666662693023682,0.083333313465118408,8.1012964648045536,5.6734479929623021,2.4278484718422515,0.081012964648045527,0.056734479929623022,0.024278484718422505,150.24001057942709,152.53545587713069,-2.2954452977035942,1802.8802344131609,1830.425549872379,-27.545315459218045
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 04-05-2025,2150.830078125,1375.9100341796875,774.9200439453125,1.1666666269302368,0.74999994039535522,0.41666668653488159,8.5713046055403783,6.1912820695582527,2.3800225359821257,0.085713046055403766,0.061912820695582529,0.023800225359821237,153.63071986607142,152.87889268663196,0.75182717943945931,1843.5687011844329,1834.5468580362683,9.0218431481646348
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 03-29-2025,1616.9500732421875,1042.9300537109375,574.02001953125,0.83333325386047363,0.58333331346511841,0.24999994039535522,5.8402989331867285,4.9615875518252084,0.87871138136152016,0.058402989331867279,0.049615875518252084,0.0087871138136151952,161.69500732421875,148.99000767299108,12.704999651227666,1940.3402729358934,1787.880152970728,152.4601199651654
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 03-22-2025,2090.8701171875,623.96002197265625,1466.9100952148438,1.0833332538604736,0.33333331346511841,0.74999994039535522,8.6672473457297539,3.1126225301481241,5.5546248155816293,0.086672473457297533,0.031126225301481243,0.05554624815581629,160.83616286057693,155.99000549316406,4.8461573674128715,1930.0340959133805,1871.8801774907217,58.153918422658762
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 03-15-2025,1476.9100341796875,1986.530029296875,-509.6199951171875,0.74999994039535522,1.0833332538604736,-0.33333331346511841,6.5973922420956042,7.9881872747185545,-1.3907950326229503,0.065973922420956038,0.079881872747185542,-0.013907950326229504,164.10111490885416,152.81000225360577,11.291112655248384,1969.2135354052809,1833.7201615641786,135.49337384110231
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 03-08-2025,1710.6400146484375,1509.6900634765625,200.949951171875,0.91666662693023682,0.83333325386047363,0.083333373069763184,6.5586019065213739,6.5221861267575205,0.036415779763853351,0.065586019065213733,0.0652218612675752,0.00036415779763852851,155.51272860440341,150.96900634765626,4.5437222567471451,1866.1528241483873,1811.6282489422083,54.524575206178952
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 03-01-2025,2105.8701171875,1265.820068359375,840.050048828125,1.0833332538604736,0.66666662693023682,0.41666662693023682,8.2340015302801337,6.0633220008717439,2.17067952940839,0.082340015302801328,0.060633220008717445,0.021706795294083883,161.99000901442307,158.22750854492188,3.762500469501191,1943.8802507752823,1898.7302157122026,45.150035063079713
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 02-22-2025,1361.9100341796875,1187.9200439453125,173.989990234375,0.74999994039535522,0.66666662693023682,0.083333313465118408,4.8316043907700967,5.0893606535751177,-0.25775626280502095,0.048316043907700966,0.05089360653575118,-0.0025775626280502145,151.32333713107639,148.49000549316406,2.8333316379123232,1815.8801898861082,1781.8801721263035,34.000017759804678
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 02-15-2025,1953.9801025390625,1336.6600341796875,617.320068359375,1.0833332538604736,0.74999994039535522,0.33333331346511841,7.7675992105978029,4.4469582392301454,3.3206409713676575,0.077675992105978031,0.044469582392301456,0.033206409713676575,150.30616173377405,148.51778157552084,1.7883801582532044,1803.67407312203,1782.2135205438551,21.460552578174884
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 02-08-2025,3145.820068359375,1780.4300537109375,1365.3900146484375,1.7499998807907104,0.99999994039535522,0.74999994039535522,12.63271193807104,7.1777700004491152,5.4549419376219248,0.12632711938071042,0.071777700004491143,0.05454941937621928,149.80095563616072,148.36917114257812,1.4317844935825974,1797.6115900865002,1780.4301598328448,17.181430253655435
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 02-01-2025,2388.840087890625,1211.219970703125,1177.6201171875,1.3333332538604736,0.66666662693023682,0.66666662693023682,10.329032971302508,5.1803353217444945,5.1486976495580139,0.10329032971302508,0.051803353217444947,0.051486976495580136,149.30250549316406,151.40249633789062,-2.0999908447265625,1791.6301727074488,1816.830064346198,-25.19989163874925
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 01-25-2025,1484.9000244140625,1392.6400146484375,92.260009765625,0.83333325386047363,0.74999994039535522,0.083333313465118408,4.9744306739412538,4.0394684798738467,0.9349621940674071,0.049744306739412533,0.040394684798738471,0.0093496219406740619,148.49000244140626,154.73777940538196,-6.2477769639756957,1781.8801992302131,1856.8535004340411,-74.973301203827987
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 01-18-2025,2480.22998046875,298.98001098632812,2181.2499694824219,1.4166666269302368,0.1666666567325592,1.2499999701976776,11.067423276269128,1.3273547538862431,9.7400685223828845,0.11067423276269128,0.013273547538862429,0.097400685223828859,145.89588120404412,149.49000549316406,-3.5941242891199465,1750.7506235557619,1793.8801728415592,-43.129549285797339
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 01-11-2025,2027.860107421875,1342.9100341796875,684.9500732421875,1.1666666269302368,0.74999994039535522,0.41666668653488159,7.7864079551612226,5.7073871617331822,2.0790207934280405,0.077864079551612231,0.057073871617331823,0.020790207934280408,144.84715053013392,149.21222601996527,-4.3650754898313551,1738.1658655631836,1790.5468545394624,-52.380988976278786
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 01-04-2025,2144.630126953125,1337.27001953125,807.360107421875,1.2499998807907104,0.74999994039535522,0.49999994039535522,9.7881146979425964,5.7834754460057622,4.0046392519368341,0.097881146979425973,0.057834754460057626,0.040046392519368347,142.975341796875,148.58555772569446,-5.6102159288194571,1715.7042651848092,1783.0268344105748,-67.322569225765619
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 12-28-2024,6562.21044921875,2569.380126953125,3992.830322265625,3.7499997615814209,1.4166666269302368,2.3333331346511841,24.460626211278957,9.25626657134973,15.204359639929226,0.24460626211278957,0.0925626657134973,0.15204359639929227,145.82689887152779,151.14000746783088,-5.3131085963030955,1749.9228977154348,1813.6801404863286,-63.757242770893754
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 12-21-2024,8143.3701171875,8928.41015625,-785.0400390625,4.5833330154418945,4.9166665077209473,-0.33333349227905273,26.30446719779281,30.587789918278261,-4.2833227204854509,0.26304467197792808,0.30587789918278258,-0.042833227204854496,148.06127485795454,151.32898569915255,-3.26771084119801,1776.7354215265045,1815.9478870956902,-39.212465569185724
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 12-14-2024,4869.52001953125,5373.66015625,-504.14013671875,2.8333332538604736,2.9166665077209473,-0.083333253860473633,19.302978202242347,16.775732996663415,2.5272452055789323,0.19302978202242346,0.16775732996663414,0.025272452055789318,143.22117704503677,153.53314732142857,-10.311970276391804,1718.6541727473925,1842.3978682598588,-123.74369551246627
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 12-07-2024,2449.580078125,3584.77001953125,-1135.18994140625,1.4166666269302368,1.9166665077209473,-0.49999988079071045,10.181058803676533,12.261095674275881,-2.0800368705993471,0.10181058803676533,0.12261095674275879,-0.020800368705993458,144.09294577205881,155.85956606657609,-11.766620294517281,1729.1153977650865,1870.3149479007677,-141.19955013568119
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 11-30-2024,2898.66015625,2512.830078125,385.830078125,1.6666665077209473,1.4166666269302368,0.24999988079071045,9.4049788493487689,10.984496092329849,-1.5795172429810798,0.094049788493487677,0.10984496092329848,-0.015795172429810808,144.9330078125,147.81353400735293,-2.8805261948529335,1739.1962596126805,1773.7624578409323,-34.566198228251778
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 11-23-2024,2138.4501953125,3089.690185546875,-951.239990234375,1.2499998807907104,1.8333332538604736,-0.58333337306976318,9.7286506243304149,11.317685146237507,-1.5890345219070916,0.097286506243304149,0.11317685146237505,-0.0158903452190709,142.56334635416667,140.44046297940341,2.1228833747632621,1710.7603194008177,1685.2856288080054,25.474690592812294
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 11-16-2024,1700.760009765625,1971.8701171875,-271.110107421875,0.99999994039535522,1.0833332538604736,-0.083333313465118408,8.3951819175520352,8.934813366515673,-0.53963144896363779,0.083951819175520345,0.089348133665156731,-0.0053963144896363863,141.73000081380209,151.68231670673077,-9.95231589292868,1700.7601111388274,1820.1879340089604,-119.42782287013301
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES REPOSADO TEQUILA,750ML,Beverages & More Total Omni,1 Week - W/E 11-09-2024,2249.35009765625,2695.820068359375,-446.469970703125,1.3333332538604736,1.4999998807907104,-0.16666662693023682,11.656582220301164,9.3022744673881377,2.3543077529130265,0.11656582220301166,0.093022744673881372,0.023543077529130291,140.58438110351562,149.76778157552084,-9.1834004720052178,1687.0126737959786,1797.213521735948,-110.20084793996944
